Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
1059,Davis Daniel,27,LAA,AL,6,6,0,30.1,4,3,0,1,0,.750,,,0,0,0.89,1.31,0.50,1.28,,,,,,,/1,,danieda01
1060,Keegan Thompson,29,CHC,NL,24,0,0,30.1,4,1,1,2,0,.500,,,-1,-7,0.59,1.36,0.08,1.34,,,,,,,1,,thompke02
1061,Yonny Chirinos,30,MIA,NL,6,6,0,30.0,6,4,2,0,0,1.000,,,-1,-7,1.80,1.35,1.00,1.33,,,,,,,/1,,chiriyo01
1062,Carlos Hernández,27,KCR,AL,27,0,0,30.0,2,1,1,0,0,1.000,,,-2,-13,0.60,1.32,0.07,1.29,,,,,,,1,,hernaca04
1063,Clayton Kershaw,36,LAD,NL,7,7,0,30.0,4,1,2,1,0,.750,,,0,0,0.90,1.35,0.43,1.34,,,,,,,/1,,kershcl01
1064,Tony Santillan,27,CIN,NL,29,1,0,30.0,5,2,1,2,0,.600,,,0,0,0.90,1.35,0.10,1.34,,,,,,,1,,santito01
1065,Danny Coulombe,34,BAL,AL,33,0,0,29.2,3,0,3,0,0,1.000,,,1,7,0.91,1.30,0.09,1.29,,,,,,,1,,couloda01
1066,Brandon Bielak,28,2TM,AL,16,0,0,29.2,4,0,4,0,0,1.000,,,0,0,1.21,1.30,0.25,1.29,,,,,,,1,,bielabr01
1066,Brandon Bielak,28,HOU,AL,10,0,0,17.1,2,0,2,0,0,1.000,,,0,0,1.04,1.30,0.20,1.29,,,,,,,1,,bielabr01
1066,Brandon Bielak,28,OAK,AL,6,0,0,12.1,2,0,2,0,0,1.000,,,0,0,1.46,1.31,0.33,1.28,,,,,,,/1,,bielabr01
1067,Brenan Hanifee,26,DET,AL,21,3,0,29.1,9,3,5,1,0,.889,,,0,0,2.45,1.32,0.38,1.29,,,,,,,1,,hanifbr01
1068,George Soriano,25,MIA,NL,22,0,0,29.1,6,3,3,0,0,1.000,,,1,7,1.84,1.35,0.27,1.34,,,,,,,1,,soriage01
1069,Eduardo Salazar,26,2TM,NL,26,0,0,29.1,6,1,4,1,0,.833,,,0,0,1.53,1.35,0.19,1.34,,,,,,,1,,salazed01
1069,Eduardo Salazar,26,LAD,NL,1,0,0,2.0,1,0,1,0,0,1.000,,,0,0,4.50,1.35,1.00,1.30,,,,,,,/1,,salazed01
1069,Eduardo Salazar,26,WSN,NL,25,0,0,27.1,5,1,3,1,0,.800,,,0,0,1.32,1.35,0.16,1.34,,,,,,,1,,salazed01
1070,Bryce Teodosio,25,LAA,AL,4,4,2,29.0,8,7,1,0,1,1.000,-1,-54,-1,-41,2.48,2.27,2.00,2.25,,,,,,,/8DH,,teodobr01
1071,Spencer Howard,27,2TM,2LG,9,3,0,29.0,2,0,2,0,0,1.000,,,-1,-7,0.62,1.33,0.22,1.33,,,,,,,/1,,howarsp01
1071,Spencer Howard,27,SFG,NL,7,2,0,24.0,2,0,2,0,0,1.000,,,-1,-8,0.75,1.35,0.29,1.34,,,,,,,/1,,howarsp01
1071,Spencer Howard,27,CLE,AL,2,1,0,5.0,0,0,0,0,0,,,,0,0,0.00,1.26,0.00,1.30,,,,,,,/1,,howarsp01
1072,Drew Rasmussen,28,TBR,AL,16,4,0,28.2,5,2,2,1,1,.800,,,-1,-7,1.26,1.32,0.25,1.29,,,,,,,1,,rasmudr01
1073,Aaron Ashby,26,MIL,NL,14,2,0,28.1,1,1,0,0,0,1.000,,,-2,-14,0.32,1.37,0.07,1.34,,,,,,,1,,ashbyaa01
1074,Yilber Díaz,23,ARI,NL,7,4,0,28.1,2,0,1,1,0,.500,,,0,0,0.32,1.37,0.14,1.34,,,,,,,/1,,diazyi01
1075,Logan Allen,27,ARI,NL,12,0,0,28.0,6,2,4,0,0,1.000,,,0,0,1.93,1.35,0.50,1.34,,,,,,,1,,allenlo01
1076,Ryan Brasier,36,LAD,NL,29,4,0,28.0,8,4,4,0,0,1.000,,,0,0,2.57,1.35,0.28,1.34,,,,,,,1,,brasiry01
1077,Hunter Feduccia,27,LAD,NL,4,3,3,28.0,34,32,2,0,0,1.000,0,0,0,0,10.93,9.06,8.50,8.95,0,2,3,1,25.0,0,/2H,,feduchu01
1078,David Fletcher,30,ATL,NL,5,3,1,28.0,20,6,14,0,4,1.000,1,43,1,43,6.43,4.15,4.00,4.10,,,,,,,/4,,fletcda02
1079,Robert Gasser,25,MIL,NL,5,5,0,28.0,6,3,2,1,0,.833,,,-1,-7,1.61,1.35,1.00,1.34,,,,,,,/1,,gassero01
1080,Eduard Bazardo,28,SEA,AL,23,0,0,27.2,2,1,1,0,0,1.000,,,-1,-7,0.65,1.30,0.09,1.29,,,,,,,1,,bazared01
1081,Matt Manning,26,DET,AL,5,5,0,27.2,3,1,2,0,1,1.000,,,-1,-7,0.98,1.30,0.60,1.30,,,,,,,/1,,mannima02
1082,Bryan Sammons,29,DET,AL,6,0,0,27.1,1,0,1,0,0,1.000,,,0,0,0.33,1.32,0.17,1.28,,,,,,,/1,,sammobr01
1083,Kolby Allard,26,PHI,NL,7,4,0,27.0,5,2,3,0,0,1.000,,,1,7,1.67,1.37,0.71,1.34,,,,,,,/1,,allarko01
1084,Levi Jordan,28,CIN,NL,6,2,2,27.0,4,3,1,0,1,1.000,-3,-120,0,0,1.33,2.47,0.67,2.50,,,,,,,/7H94,,jordale01
1085,Grant Anderson,27,TEX,AL,23,0,0,26.2,2,0,2,0,0,1.000,,,-1,-8,0.68,1.32,0.09,1.29,,,,,,,1,,andergr01
1086,Aaron Brooks,34,OAK,AL,5,4,0,26.2,6,4,2,0,0,1.000,,,0,0,2.03,1.32,1.20,1.30,,,,,,,/1,,brookaa01
1087,Chris Devenski,33,TBR,AL,19,0,0,26.2,3,2,1,0,0,1.000,,,-1,-8,1.01,1.32,0.16,1.29,,,,,,,1,,devench02
1088,Ethan Roberts,26,CHC,NL,21,0,0,26.2,3,1,2,0,0,1.000,,,1,8,1.01,1.35,0.14,1.34,,,,,,,1,,roberet01
1089,Gerson Garabito,28,TEX,AL,18,2,0,26.1,3,2,1,0,0,1.000,,,0,0,1.03,1.30,0.17,1.29,,,,,,,1,,garabge01
1090,Jay Jackson,36,MIN,AL,20,0,0,26.1,4,2,2,0,0,1.000,,,0,0,1.37,1.30,0.20,1.29,,,,,,,1,,jacksja01
1091,Bryan King,27,HOU,AL,28,0,0,26.1,5,3,2,0,0,1.000,,,0,0,1.71,1.30,0.18,1.29,,,,,,,1,,kingbr02
1092,Gus Varland,27,2TM,2LG,26,0,0,26.1,4,2,1,1,0,.750,,,0,0,1.03,1.33,0.12,1.30,,,,,,,1,,varlagu01
1092,Gus Varland,27,LAD,NL,7,0,0,6.0,3,2,1,0,0,1.000,,,1,33,4.50,1.35,0.43,1.34,,,,,,,/1,,varlagu01
1092,Gus Varland,27,CHW,AL,19,0,0,20.1,1,0,0,1,0,.000,,,-1,-10,0.00,1.33,0.00,1.29,,,,,,,1,,varlagu01
1093,Kevin Alcántara,21,CHC,NL,3,3,2,26.0,2,2,0,0,0,1.000,1,46,0,0,0.69,2.22,0.67,2.17,,,,,,,/9,,alcanke01
1094,Luke Little,23,CHC,NL,29,1,0,26.0,8,1,7,0,1,1.000,,,1,8,2.77,1.35,0.27,1.34,,,,,,,1,,littllu01
1095,Yunior Marté,29,PHI,NL,23,0,0,26.0,6,4,2,0,0,1.000,,,-2,-15,2.08,1.35,0.26,1.34,,,,,,,1,,marteyu01
1096,Liover Peguero,23,PIT,NL,3,3,3,26.0,11,4,6,1,2,.909,0,-14,0,0,3.46,3.81,3.33,3.77,,,,,,,/6,,pegueli01
1097,Rob Brantly,34,TBR,AL,3,3,3,25.2,18,17,1,0,0,1.000,0,0,1,47,6.31,9.19,6.00,9.03,0,0,3,1,25.0,0,/2,,brantro01
1098,Dany Jiménez,30,OAK,AL,25,0,0,25.2,2,0,1,1,0,.500,,,0,0,0.35,1.30,0.04,1.29,,,,,,,1,,jimenda01
1099,Hans Crouse,25,LAA,AL,25,0,0,25.1,3,0,2,1,0,.667,,,-1,-8,0.71,1.31,0.08,1.29,,,,,,,1,,crousha01
1100,J.P. France,29,HOU,AL,5,5,0,25.1,1,1,0,0,0,1.000,,,0,0,0.36,1.31,0.20,1.30,,,,,,,/1,,francjp01
1101,CJ Alexander,27,KCR,AL,3,3,2,25.0,4,1,3,0,0,1.000,-2,-91,-1,-48,1.44,2.48,1.33,2.43,,,,,,,/5DH,,alexacj01
1102,Kaleb Ort,32,HOU,AL,22,0,0,24.2,1,0,0,1,0,.000,,,0,0,0.00,1.31,0.00,1.29,,,,,,,1,,ortka01
1103,Adam Cimber,33,LAA,AL,28,0,0,24.1,4,0,4,0,1,1.000,,,1,8,1.48,1.29,0.14,1.29,,,,,,,1,,cimbead01
1104,Alek Manoah,26,TOR,AL,5,5,0,24.1,2,1,1,0,0,1.000,,,0,0,0.74,1.29,0.40,1.30,,,,,,,/1,,manoaal01
1105,Cody Poteet,29,NYY,AL,5,4,0,24.1,7,5,2,0,0,1.000,,,1,8,2.59,1.29,1.40,1.30,,,,,,,/1,,poteeco01
1106,Josh Staumont,30,MIN,AL,25,0,0,24.1,3,1,2,0,0,1.000,,,0,0,1.11,1.29,0.12,1.29,,,,,,,1,,staumjo01
1107,Fraser Ellard,26,CHW,AL,25,0,0,24.0,4,1,2,1,1,.750,,,0,0,1.13,1.31,0.12,1.29,,,,,,,1,,ellarfr01
1108,Kyle Manzardo,23,CLE,AL,6,2,2,24.0,15,13,2,0,1,1.000,0,5,0,0,5.63,8.03,2.50,7.92,,,,,,,DH/3,,manzaky01
1109,Kenny Rosenberg,28,LAA,AL,7,1,0,24.0,2,0,2,0,0,1.000,,,0,0,0.75,1.31,0.29,1.29,,,,,,,/1,,rosenke01
1110,Sam Hentges,27,CLE,AL,25,0,0,23.2,3,1,2,0,0,1.000,,,0,0,1.14,1.29,0.12,1.29,,,,,,,1,,hentgsa01
1111,Gabe Speier,29,SEA,AL,29,0,0,23.2,3,0,3,0,0,1.000,,,-1,-8,1.14,1.29,0.10,1.29,,,,,,,1,,speiega01
1112,Matt Festa,31,2TM,2LG,19,0,0,23.2,5,2,3,0,0,1.000,,,-1,-8,1.90,1.33,0.26,1.29,,,,,,,1,,festama01
1112,Matt Festa,31,NYM,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,0.00,1.80,0.00,1.30,,,,,,,/1,,festama01
1112,Matt Festa,31,TEX,AL,18,0,0,22.2,5,2,3,0,0,1.000,,,-1,-9,1.99,1.31,0.28,1.29,,,,,,,1,,festama01
1113,Mitch White,29,3TM,2LG,13,0,0,23.2,3,2,1,0,0,1.000,,,1,8,1.14,1.37,0.23,1.32,,,,,,,1,,whitemi03
1113,Mitch White,29,2TM,NL,9,0,0,13.2,2,1,1,0,0,1.000,,,1,15,1.32,1.38,0.22,1.33,,,,,,,/1,,whitemi03
1113,Mitch White,29,TOR,AL,4,0,0,10.0,1,1,0,0,0,1.000,,,0,0,0.90,1.35,0.25,1.30,,,,,,,/1,,whitemi03
1113,Mitch White,29,SFG,NL,3,0,0,5.1,1,0,1,0,0,1.000,,,0,0,1.69,1.35,0.33,1.33,,,,,,,/1,,whitemi03
1113,Mitch White,29,MIL,NL,6,0,0,8.1,1,1,0,0,0,1.000,,,1,24,1.08,1.40,0.17,1.33,,,,,,,/1,,whitemi03
1114,Bryan Baker,29,BAL,AL,19,0,0,23.1,4,1,3,0,1,1.000,,,0,0,1.54,1.31,0.21,1.29,,,,,,,1,,bakerbr01
1115,Victor González,28,NYY,AL,27,0,0,23.1,6,3,3,0,0,1.000,,,1,9,2.31,1.31,0.22,1.29,,,,,,,1,,gonzavi02
1116,Ron Marinaccio,28,NYY,AL,16,0,0,23.1,4,1,2,1,0,.750,,,-1,-9,1.16,1.31,0.19,1.29,,,,,,,1,,marinro01
1117,Vinny Capra,27,MIL,NL,3,2,2,23.0,8,1,7,0,0,1.000,1,42,0,0,3.13,2.82,2.67,2.93,,,,,,,/56,,capravi01
1118,Michael Helman,28,MIN,AL,8,1,0,23.0,3,2,0,1,0,.667,0,-5,0,0,0.78,2.27,0.25,2.26,,,,,,,/8H759,,helmami01
1119,Ty Madden,24,DET,AL,6,1,0,23.0,2,2,0,0,0,1.000,,,-1,-9,0.78,1.29,0.33,1.28,,,,,,,/1,,maddety01
1120,Michael McGreevy,23,STL,NL,4,3,0,23.0,8,1,7,0,0,1.000,,,1,9,3.13,1.37,2.00,1.35,,,,,,,/1,,mcgremi01
1121,Touki Toussaint,28,CHW,AL,11,0,0,23.0,4,1,1,2,0,.500,,,0,0,0.78,1.29,0.18,1.29,,,,,,,1,,toussto01
1122,Will Warren,25,NYY,AL,6,5,0,22.2,1,1,0,0,0,1.000,,,0,0,0.40,1.31,0.17,1.28,,,,,,,/1,,warrewi01
1123,Brady Basso,26,OAK,AL,7,4,0,22.1,1,0,1,0,0,1.000,,,-1,-9,0.40,1.29,0.14,1.29,,,,,,,/1,,bassobr01
1124,Ray Kerr,29,ATL,NL,10,2,0,22.1,6,1,3,2,0,.667,,,-2,-18,1.61,1.37,0.40,1.34,,,,,,,1,,kerrra01
1125,Tommy Nance,33,TOR,AL,20,0,0,22.0,6,4,1,1,0,.833,,,-2,-18,2.05,1.31,0.25,1.29,,,,,,,1,,nanceto01
1126,Mason Englert,24,DET,AL,12,1,0,21.2,1,1,0,0,0,1.000,,,0,0,0.42,1.33,0.08,1.29,,,,,,,1,,englema01
1127,Sean Reid-Foley,28,NYM,NL,23,0,0,21.2,0,0,0,0,0,,,,-1,-9,0.00,1.37,0.00,1.34,,,,,,,1,,reidfse01
1128,Devin Williams,29,MIL,NL,22,0,0,21.2,3,2,1,0,0,1.000,,,0,0,1.25,1.37,0.14,1.34,,,,,,,1,,willide03
1129,Enoli Paredes,28,2TM,NL,18,0,0,21.2,1,0,1,0,0,1.000,,,0,0,0.42,1.37,0.06,1.34,,,,,,,1,,pareden01
1129,Enoli Paredes,28,MIL,NL,17,0,0,20.2,1,0,1,0,0,1.000,,,0,0,0.44,1.35,0.06,1.34,,,,,,,1,,pareden01
1129,Enoli Paredes,28,CHC,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0,0.00,1.80,0.00,1.30,,,,,,,/1,,pareden01
1130,Yerry Rodríguez,26,2TM,AL,16,0,0,21.2,5,2,3,0,0,1.000,,,0,0,2.08,1.33,0.31,1.29,,,,,,,1,,rodriye01
1130,Yerry Rodríguez,26,TEX,AL,12,0,0,17.0,4,1,3,0,0,1.000,,,0,0,2.12,1.32,0.33,1.29,,,,,,,1,,rodriye01
1130,Yerry Rodríguez,26,TOR,AL,4,0,0,4.2,1,1,0,0,0,1.000,,,0,0,1.93,1.35,0.25,1.30,,,,,,,/1,,rodriye01
1131,Taylor Trammell,26,2TM,2LG,7,1,0,21.1,6,6,0,0,0,1.000,1,68,-1,-56,2.53,2.19,0.86,2.21,,,,,,,/H79D,,trammta01
1131,Taylor Trammell,26,LAD,NL,3,1,0,12.0,5,5,0,0,0,1.000,2,150,0,0,3.75,2.18,1.67,2.17,,,,,,,/H79,,trammta01
1131,Taylor Trammell,26,NYY,AL,4,0,0,9.1,1,1,0,0,0,1.000,0,-39,-1,-129,0.96,2.22,0.25,2.25,,,,,,,/H79D,,trammta01
1132,Darren Baker,25,WSN,NL,5,2,2,21.0,5,2,3,0,1,1.000,-1,-74,-2,-114,2.14,3.99,1.00,3.72,,,,,,,/H4D7,,bakerda02
1133,Sean Guenther,28,DET,AL,17,0,0,21.0,2,1,1,0,0,1.000,,,0,0,0.86,1.33,0.12,1.29,,,,,,,1,,guentse01
1134,Cade Marlowe,27,SEA,AL,7,1,1,21.0,4,4,0,0,0,1.000,0,0,0,0,1.71,2.27,0.57,2.24,,,,,,,/98HD,,marloca01
1135,Andrew McCutchen,37,PIT,NL,5,2,1,21.0,6,6,0,0,0,1.000,0,-11,0,0,2.57,2.23,1.20,2.18,,,,,,,*D/9H,,mccutan01
1136,Duke Ellis,26,2TM,AL,7,1,1,21.0,10,8,0,2,0,.800,-1,-51,-1,-57,3.43,2.27,1.14,2.23,,,,,,,/H789D,,ellisdu01
1136,Duke Ellis,26,CHW,AL,6,1,1,20.0,8,6,0,2,0,.750,-1,-66,-1,-60,2.70,2.25,1.00,2.23,,,,,,,/H789D,,ellisdu01
1136,Duke Ellis,26,NYY,AL,1,0,0,1.0,2,2,0,0,0,1.000,0,240,0,0,18.00,2.70,2.00,2.20,,,,,,,/H7,,ellisdu01
1137,Colten Brewer,31,CHC,NL,16,0,0,20.2,4,2,1,1,0,.750,,,-2,-19,1.31,1.35,0.19,1.34,,,,,,,1,,breweco01
1138,Richard Fitts,24,BOS,AL,4,4,0,20.2,5,1,4,0,1,1.000,,,1,10,2.18,1.31,1.25,1.30,,,,,,,/1,,fittsri01
1139,Giovanny Gallegos,32,STL,NL,21,0,0,20.2,8,4,4,0,0,1.000,,,1,10,3.48,1.35,0.38,1.34,,,,,,,1,,gallegi01
1140,Domingo Germán,31,PIT,NL,7,2,0,20.2,3,2,1,0,0,1.000,,,-1,-10,1.31,1.35,0.43,1.34,,,,,,,/1,,germado01
1141,John Means,31,BAL,AL,4,4,0,20.2,1,0,1,0,0,1.000,,,0,0,0.44,1.31,0.25,1.30,,,,,,,/1,,meansjo01
1142,Emmanuel Ramírez,29,MIA,NL,15,0,0,20.2,1,1,0,0,0,1.000,,,0,0,0.44,1.35,0.07,1.34,,,,,,,1,,ramirem01
1143,Erasmo Ramírez,34,TBR,AL,13,0,0,20.2,2,0,2,0,0,1.000,,,0,0,0.87,1.31,0.15,1.29,,,,,,,1,,ramirer02
1144,Ryder Ryan,29,PIT,NL,15,0,0,20.2,1,1,0,0,0,1.000,,,0,0,0.44,1.35,0.07,1.34,,,,,,,1,,ryanry01
1145,Scott Blewett,28,MIN,AL,12,0,0,20.1,4,1,3,0,0,1.000,,,0,0,1.77,1.33,0.33,1.29,,,,,,,1,,blewesc01
1146,Noah Davis,27,COL,NL,9,0,0,20.1,3,1,2,0,0,1.000,,,0,0,1.33,1.37,0.33,1.34,,,,,,,/1,,davisno01
1147,Matt Duffy,33,TEX,AL,4,2,2,20.1,5,2,3,0,0,1.000,1,41,1,59,2.21,2.48,1.25,2.45,,,,,,,/5H,,duffyma01
1148,Tony Kemp,32,BAL,AL,5,2,1,20.1,8,3,5,0,0,1.000,0,-6,0,0,3.54,3.85,1.33,3.63,,,,,,,/4H7,,kempto01
1149,River Ryan,25,LAD,NL,4,4,0,20.1,8,2,6,0,1,1.000,,,1,10,3.54,1.37,2.00,1.35,,,,,,,/1,,ryanri01
1150,J.P. Martínez,28,ATL,NL,5,1,1,20.0,4,4,0,0,0,1.000,0,12,0,0,1.80,2.21,0.80,2.18,,,,,,,/H798D,,martijp01
1151,Jeff Criswell,25,COL,NL,13,0,0,19.2,3,1,2,0,0,1.000,,,-2,-20,1.37,1.37,0.23,1.34,,,,,,,1,,criswje01
1152,Michael Petersen,30,2TM,NL,16,0,0,19.2,1,0,1,0,0,1.000,,,0,0,0.46,1.37,0.06,1.34,,,,,,,1,,petermi01
1152,Michael Petersen,30,LAD,NL,11,0,0,14.0,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.34,,,,,,,1,,petermi01
1152,Michael Petersen,30,MIA,NL,5,0,0,5.2,1,0,1,0,0,1.000,,,0,0,1.59,1.43,0.20,1.34,,,,,,,/1,,petermi01
1153,Ronny Henriquez,24,MIN,AL,16,1,0,19.1,5,0,5,0,0,1.000,,,2,21,2.33,1.30,0.31,1.29,,,,,,,1,,henriro01
1154,José Marte,28,LAA,AL,14,0,0,19.1,4,1,3,0,0,1.000,,,1,10,1.86,1.30,0.29,1.29,,,,,,,1,,martejo01
1155,José Quijada,28,LAA,AL,22,0,0,19.1,1,0,1,0,0,1.000,,,0,0,0.47,1.30,0.05,1.29,,,,,,,1,,quijajo01
1156,Troy Taylor,22,SEA,AL,21,0,0,19.1,1,0,1,0,0,1.000,,,0,0,0.47,1.30,0.05,1.29,,,,,,,1,,taylotr01
1157,Prelander Berroa,24,CHW,AL,17,0,0,19.0,4,1,3,0,0,1.000,,,1,11,1.89,1.33,0.24,1.29,,,,,,,1,,berropr01
1158,Sean Burke,24,CHW,AL,4,3,0,19.0,2,0,1,1,0,.500,,,0,0,0.47,1.33,0.25,1.30,,,,,,,/1,,burkese01
1159,Dominic Leone,32,CHW,AL,23,0,0,19.0,3,0,2,1,0,.667,,,-2,-21,0.95,1.33,0.09,1.29,,,,,,,1,,leonedo01
1160,Anthony Maldonado,26,MIA,NL,16,1,0,19.0,6,2,3,1,1,.833,,,0,0,2.37,1.37,0.31,1.34,,,,,,,1,,maldoan01
1161,Cody Bolton,26,SEA,AL,17,0,0,18.2,6,0,5,1,0,.833,,,0,0,2.41,1.30,0.29,1.29,,,,,,,1,,boltoco01
1162,Alex Lange,28,DET,AL,21,0,0,18.2,1,0,1,0,0,1.000,,,0,0,0.48,1.30,0.05,1.29,,,,,,,1,,langeal01
1163,Blake Walston,23,ARI,NL,7,2,0,18.1,2,0,2,0,0,1.000,,,0,0,0.98,1.37,0.29,1.34,,,,,,,/1,,walstbl01
1164,Garrett Whitlock,28,BOS,AL,4,4,0,18.1,7,4,3,0,0,1.000,,,0,0,3.44,1.33,1.75,1.30,,,,,,,/1,,whitlga01
1165,Aramis Garcia,31,PHI,NL,3,2,2,18.0,17,15,2,0,0,1.000,1,67,1,67,8.50,9.05,5.67,8.93,0,0,1,1,50.0,0,/2,,garciar01
1166,Daysbel Hernández,27,ATL,NL,16,0,0,18.0,2,1,1,0,0,1.000,,,0,0,1.00,1.35,0.13,1.34,,,,,,,1,,hernada03
1167,Bailey Horn,26,BOS,AL,18,0,0,18.0,5,1,3,1,0,.800,,,0,0,2.00,1.30,0.22,1.29,,,,,,,1,,hornba01
1168,Walter Pennington,26,2TM,AL,16,1,0,18.0,2,1,1,0,0,1.000,,,-1,-11,1.00,1.30,0.13,1.29,,,,,,,1,,penniwa01
1168,Walter Pennington,26,KCR,AL,1,0,0,0.2,0,0,0,0,0,,,,0,0,0.00,1.35,0.00,1.30,,,,,,,/1,,penniwa01
1168,Walter Pennington,26,TEX,AL,15,1,0,17.1,2,1,1,0,0,1.000,,,-1,-12,1.04,1.30,0.13,1.29,,,,,,,1,,penniwa01
1169,Ky Bush,24,CHW,AL,4,4,0,17.2,4,2,2,0,0,1.000,,,1,11,2.04,1.32,1.00,1.30,,,,,,,/1,,bushky01
1170,Kent Emanuel,32,MIA,NL,12,0,0,17.2,7,2,5,0,0,1.000,,,1,11,3.57,1.38,0.58,1.34,,,,,,,1,,emanuke01
1171,Brandon Hughes,28,ARI,NL,15,2,0,17.2,5,2,3,0,0,1.000,,,0,0,2.55,1.38,0.33,1.34,,,,,,,1,,hughebr01
1172,Joe La Sorsa,26,WSN,NL,16,0,0,17.2,4,0,4,0,0,1.000,,,0,0,2.04,1.38,0.25,1.34,,,,,,,1,,lasorjo01
1173,Drew Smith,30,NYM,NL,19,0,0,17.2,1,0,1,0,0,1.000,,,0,0,0.51,1.38,0.05,1.34,,,,,,,1,,smithdr01
1174,Guillo Zuñiga,25,LAA,AL,15,0,0,17.2,1,0,1,0,0,1.000,,,0,0,0.51,1.32,0.07,1.29,,,,,,,1,,zuniggu01
1175,Adbert Alzolay,29,CHC,NL,18,0,0,17.1,3,1,2,0,0,1.000,,,-1,-12,1.56,1.35,0.17,1.34,,,,,,,1,,alzolad01
1176,Cole Winn,24,TEX,AL,13,0,0,17.1,3,1,2,0,0,1.000,,,0,0,1.56,1.30,0.23,1.29,,,,,,,1,,winnco01
1177,Hunter Bigge,26,2TM,2LG,19,1,0,17.1,1,0,1,0,0,1.000,,,-1,-12,0.52,1.30,0.05,1.31,,,,,,,1,,biggehu01
1177,Hunter Bigge,26,CHC,NL,4,0,0,3.1,1,0,1,0,0,1.000,,,0,0,2.70,1.35,0.25,1.35,,,,,,,/1,,biggehu01
1177,Hunter Bigge,26,TBR,AL,15,1,0,14.0,0,0,0,0,0,,,,-1,-14,0.00,1.29,0.00,1.29,,,,,,,1,,biggehu01
1178,Mike Ford,31,CIN,NL,2,2,2,17.0,17,15,2,0,1,1.000,1,64,1,71,9.00,8.31,8.50,8.20,,,,,,,D/3H,,fordmi01
1179,Andrew Knapp,32,SFG,NL,3,2,0,17.0,21,21,0,0,0,1.000,0,0,0,0,11.12,9.05,7.00,8.93,1,0,2,0,0.0,0,/2,,knappan01
1180,Edwin Ríos,30,CIN,NL,3,2,1,17.0,12,12,0,0,2,1.000,0,21,0,0,6.35,8.31,4.00,8.17,,,,,,,/3H,,riosed01
1181,Zack Thompson,26,STL,NL,5,2,0,17.0,3,2,1,0,0,1.000,,,0,0,1.59,1.38,0.60,1.34,,,,,,,/1,,thompza02
1182,Ryan Zeferjahn,26,LAA,AL,12,0,0,17.0,4,2,2,0,0,1.000,,,0,0,2.12,1.32,0.33,1.29,,,,,,,1,,zeferry01
1183,Dallas Keuchel,36,MIL,NL,4,4,0,16.2,2,0,2,0,0,1.000,,,-1,-12,1.08,1.35,0.50,1.35,,,,,,,/1,,keuchda01
1184,Alex Cobb,36,CLE,AL,3,3,0,16.1,5,2,3,0,1,1.000,,,0,0,2.76,1.32,1.67,1.30,,,,,,,/1,,cobbal01
1185,Matt Sauer,25,KCR,AL,14,0,0,16.1,2,0,2,0,0,1.000,,,0,0,1.10,1.32,0.14,1.29,,,,,,,1,,sauerma01
1186,Josh Sborz,30,TEX,AL,17,0,0,16.1,3,2,1,0,0,1.000,,,-1,-12,1.65,1.32,0.18,1.29,,,,,,,1,,sborzjo01
1187,Yosver Zulueta,26,CIN,NL,12,0,0,16.1,3,3,0,0,0,1.000,,,0,0,1.65,1.38,0.25,1.34,,,,,,,1,,zulueyo01
1188,José Cuas,30,2TM,2LG,13,0,0,16.1,2,1,1,0,0,1.000,,,0,0,1.10,1.32,0.15,1.33,,,,,,,1,,cuasjo01
1188,José Cuas,30,CHC,NL,9,0,0,13.1,1,1,0,0,0,1.000,,,0,0,0.68,1.35,0.11,1.34,,,,,,,/1,,cuasjo01
1188,José Cuas,30,TOR,AL,4,0,0,3.0,1,0,1,0,0,1.000,,,0,0,3.00,1.20,0.25,1.30,,,,,,,/1,,cuasjo01
1189,Shaun Anderson,29,2TM,2LG,6,2,0,16.1,2,1,1,0,0,1.000,,,0,0,1.10,1.38,0.33,1.33,,,,,,,/1,,andersh01
1189,Shaun Anderson,29,TEX,AL,2,0,0,3.1,1,0,1,0,0,1.000,,,0,0,2.70,1.35,0.50,1.30,,,,,,,/1,,andersh01
1189,Shaun Anderson,29,MIA,NL,4,2,0,13.0,1,1,0,0,0,1.000,,,0,0,0.69,1.38,0.25,1.35,,,,,,,/1,,andersh01
1190,Cole Sulser,34,2TM,2LG,10,2,0,16.1,1,0,1,0,0,1.000,,,0,0,0.55,1.32,0.10,1.31,,,,,,,1,,sulseco01
1190,Cole Sulser,34,NYM,NL,4,0,0,4.2,0,0,0,0,0,,,,-1,-43,0.00,1.35,0.00,1.35,,,,,,,/1,,sulseco01
1190,Cole Sulser,34,TBR,AL,6,2,0,11.2,1,0,1,0,0,1.000,,,1,17,0.77,1.31,0.17,1.28,,,,,,,/1,,sulseco01
1191,Tristan Beck,28,SFG,NL,7,1,0,16.0,2,1,1,0,0,1.000,,,0,0,1.13,1.35,0.29,1.34,,,,,,,/1,,becktr01
1192,Travis Blankenhorn,27,WSN,NL,3,2,0,16.0,6,6,0,0,0,1.000,1,68,0,0,3.38,2.19,2.00,2.17,,,,,,,D/9H,,blanktr01
